enrollment_id,student_id,course_id,Enrollment_status,Date
1090,10243,BA9105,completed,08/02/1991
1091,10245,AF105,completed,09/05/2007
1092,10252,BA105,completed,05/09/2015
1093,10253,CE6100,completed,06/05/1992
1094,10256,EE6100,completed,21/05/1989
1095,10265,CE9100,completed,28/04/1991
1096,10271,EE9100,completed,23/02/1997
1097,10277,CE100,completed,26/05/1989
1098,10281,EE100,completed,30/05/1982
1099,10283,AS6101,completed,27/03/2017
1100,10287,HS6101,completed,04/03/2011
1101,10288,AS9101,completed,27/11/1986
1102,10292,HS9101,completed,02/02/1995
1103,10293,AS101,completed,24/11/1986
1104,10295,HS101,completed,06/05/1990
1105,10299,DA6102,completed,27/08/1982
1106,10309,IS6102,completed,06/02/1989
1107,10311,DA9102,completed,28/06/1983
1108,10313,IS9102,completed,07/10/2011
1109,10314,DA102,completed,09/04/2021
1110,10316,IS102,completed,09/12/2014
1111,10318,CP6103,completed,21/11/2009
1112,10319,PS6103,completed,11/06/2010
1113,10321,CP9103,completed,08/12/2001
1114,10324,PS9103,completed,28/06/2014
1115,10331,CP103,completed,02/02/1994
1116,10334,PS103,completed,11/07/1981
1117,10335,LA6104,completed,31/08/1986
1118,10339,AF6105,completed,24/07/1984
1119,10347,BA6105,completed,01/01/2002
1120,10350,AF9105,completed,17/05/1996
1121,10354,BA9105,completed,02/09/1989
1122,10357,AF105,completed,18/04/1989
1123,10358,BA105,completed,01/06/1990
1124,10359,CE6100,completed,25/10/1987
1125,10360,EE6100,completed,03/08/2003
1126,10367,CE9100,completed,28/11/1982
1127,10372,EE9100,completed,30/12/1992
1128,10374,CE100,completed,11/03/1990
1129,10380,EE100,completed,06/06/2020
1130,10381,AS6101,completed,28/03/2012
1131,10382,HS6101,completed,02/09/2008
1132,10383,AS9101,completed,15/11/2015
1133,10385,HS9101,completed,20/10/1990
1134,10386,AS101,completed,21/12/2011
1135,10390,HS101,completed,06/11/1987
1136,10392,DA6102,completed,11/05/2003
1137,10395,IS6102,completed,27/10/1994
1138,10397,DA9102,completed,21/04/2013
1139,10404,IS9102,completed,11/06/1991
1140,10412,DA102,completed,15/04/1999
1141,10413,IS102,completed,18/02/1983
1142,10414,CP6103,completed,11/02/1987
1143,10415,PS6103,completed,17/06/1987
1144,10416,CP9103,completed,13/01/2001
1145,10417,PS9103,completed,06/10/1983
1146,10420,CP103,completed,03/11/1993
1147,10422,PS103,completed,05/10/1989
1148,10426,LA6104,completed,24/07/1996
1149,10429,AF6105,completed,04/08/2007
1150,10430,BA6105,completed,27/02/1984
1151,10432,AF9105,completed,10/05/1994
1152,10434,BA9105,completed,24/08/1995
1153,10436,AF105,completed,24/12/2017
1154,10437,BA105,completed,18/10/2018
1155,10438,CE6100,completed,08/08/2003
1156,10440,EE6100,completed,03/05/1991
1157,10444,CE9100,completed,23/03/1984
1158,10447,EE9100,completed,10/04/1991
1159,10448,CE100,completed,10/10/1989
1160,10455,EE100,completed,13/07/2003
1161,10456,AS6101,completed,21/01/2005
1162,10459,HS6101,completed,29/12/1997
1163,10461,AS9101,completed,19/06/1981
1164,10463,HS9101,completed,29/03/2010
1165,10464,AS101,completed,15/06/1994
1166,10465,HS101,completed,22/09/2002
1167,10466,DA6102,completed,13/08/1981
1168,10469,IS6102,completed,23/10/2001
1169,10472,DA9102,completed,01/08/1991
1170,10473,IS9102,completed,03/09/2009
1171,10476,DA102,completed,05/07/1998
1172,10479,IS102,completed,01/12/2008
1173,10481,CP6103,completed,28/09/1993
1174,10482,PS6103,completed,31/01/1990
1175,10488,CP9103,completed,04/09/2014
1176,10490,PS9103,completed,13/08/1986
1177,10492,CP103,completed,04/02/1987
1178,10493,PS103,completed,12/05/1988
1179,10495,LA6104,completed,02/03/2008
1180,10496,AF6105,completed,15/04/2014
1181,10500,BA6105,completed,15/02/2008
1182,10505,AF9105,completed,22/04/1997
1183,10508,BA9105,completed,17/01/1989
1184,10509,AF105,completed,27/06/1992
1185,10511,BA105,completed,13/08/2007
1186,10524,CE6100,completed,14/01/2011
1187,10526,EE6100,completed,22/05/1995
1188,10529,CE9100,completed,18/08/2018
1189,10530,EE9100,completed,04/11/1990
1190,10531,CE100,completed,29/07/2008
1191,10533,EE100,completed,11/10/2000
1192,10536,AS6101,completed,10/11/1995
1193,10538,HS6101,completed,25/09/2004
1194,10539,AS9101,completed,14/12/2014
1195,10540,HS9101,completed,03/02/1999
1196,10541,AS101,completed,20/06/2009
1197,10543,HS101,completed,27/05/2007
1198,10545,DA6102,completed,09/09/2003
1199,10547,IS6102,completed,04/11/2011
1200,10551,DA9102,completed,10/05/2014
1201,10553,IS9102,completed,26/01/1995
1202,10556,DA102,completed,08/04/2017
1203,10557,IS102,completed,20/02/1988
1204,10559,CP6103,completed,22/05/1982
1205,10560,PS6103,completed,15/01/1988
1206,10565,CP9103,completed,20/01/2009
1207,10566,PS9103,completed,09/03/2018
1208,10567,CP103,completed,22/09/2015
1209,10568,PS103,completed,12/07/2007
1210,10570,LA6104,completed,06/04/2015
1211,10573,AF6105,completed,06/06/2018
1212,10579,BA6105,completed,24/05/2000
1213,10580,AF9105,completed,03/12/1989
1214,10583,BA9105,completed,20/01/2006
1215,10584,AF105,completed,12/12/1995
1216,10587,BA105,completed,16/02/2020
1217,10588,CE6100,completed,07/07/1997
1218,10591,EE6100,completed,21/10/1981
1219,10592,CE9100,completed,15/03/1998
1220,10599,EE9100,completed,01/07/2011
1221,10600,CE100,completed,27/07/2001
1222,10601,EE100,completed,19/08/1989
1223,10602,AS6101,completed,01/12/2020
1224,10603,HS6101,completed,19/04/1995
1225,10605,AS9101,completed,24/04/2009
1226,10617,HS9101,completed,21/07/1987
1227,10619,AS101,completed,09/06/1982
1228,10620,HS101,completed,06/08/2019
1229,10625,DA6102,completed,19/06/2004
1230,10629,IS6102,completed,12/06/2012
1231,10632,DA9102,completed,23/02/2005
1232,10634,IS9102,completed,16/06/1986
1233,10638,DA102,completed,03/04/2011
1234,10642,IS102,completed,24/02/2007
1235,10643,CP6103,completed,06/01/2005
1236,10645,PS6103,completed,14/02/2010
1237,10649,CP9103,completed,20/12/2013
1238,10650,PS9103,completed,16/11/2014
1239,10653,CP103,completed,15/05/1990
1240,10654,PS103,completed,22/07/2005
1241,10655,LA6104,completed,06/06/2016
1242,10657,AF6105,completed,12/09/2019
1243,10668,BA6105,completed,26/07/2014
1244,10669,AF9105,completed,27/05/1990
1245,10672,BA9105,completed,28/07/1990
1246,10673,AF105,completed,04/01/1984
1247,10679,BA105,completed,04/06/1988
1248,10683,CE6100,completed,14/07/2000
1249,10685,EE6100,completed,22/06/2021
1250,10687,CE9100,completed,20/03/2001
1251,10689,EE9100,completed,30/12/2008
1252,10690,CE100,completed,16/04/1994
1253,10691,EE100,completed,29/03/1982
1254,10694,AS6101,completed,25/08/1986
1255,10696,HS6101,completed,04/12/2017
1256,10697,AS9101,completed,03/06/2010
1257,10700,HS9101,completed,23/10/2007
1258,10701,AS101,completed,27/10/2008
1259,10705,HS101,completed,21/11/2008
1260,10709,DA6102,completed,18/06/2010
1261,10711,IS6102,completed,01/12/2015
1262,10713,DA9102,completed,25/06/1983
1263,10715,IS9102,completed,18/09/2002
1264,10717,DA102,completed,06/02/2016
1265,10718,IS102,completed,19/01/2003
1266,10721,CP6103,completed,29/03/1988
1267,10722,PS6103,completed,02/10/2011
1268,10725,CP9103,completed,12/08/1986
1269,10726,PS9103,completed,22/04/2014
1270,10729,CP103,completed,24/10/2020
1271,10730,PS103,completed,02/12/1980
1272,10731,LA6104,completed,04/02/1987
1273,10735,AF6105,completed,11/12/1999
1274,10741,BA6105,completed,02/03/1999
1275,10743,AF9105,completed,16/02/2009
1276,10744,BA9105,completed,21/05/1998
1277,10746,AF105,completed,21/04/1999
1278,10747,BA105,completed,01/01/2018
1279,10750,CE6100,completed,09/06/2020
1280,10754,EE6100,completed,29/04/2000
1281,10755,CE9100,completed,23/10/2004
1282,10756,EE9100,completed,17/06/2018
1283,10757,CE100,completed,01/05/2012
1284,10764,EE100,completed,27/10/2006
1285,10765,AS6101,completed,14/08/1996
1286,10767,HS6101,completed,14/01/2017
1287,10777,AS9101,completed,04/03/1990
1288,10778,HS9101,completed,10/09/2011
1289,10782,AS101,completed,13/02/1986
1290,10785,HS101,completed,30/08/1994
1291,10787,DA6102,completed,22/12/2014
1292,10789,IS6102,completed,05/09/2011
1293,10790,DA9102,completed,19/07/2017
1294,10791,IS9102,completed,24/12/2006
1295,10792,DA102,completed,29/07/1990
1296,10793,IS102,completed,24/11/1982
1297,10794,CP6103,completed,03/08/2009
1298,10795,PS6103,completed,23/10/1990
1299,10799,CP9103,completed,11/02/2002
1300,10800,PS9103,completed,03/07/1986
1301,10805,CP103,completed,04/11/2002
1302,10808,PS103,completed,05/06/2006
1303,10809,LA6104,completed,30/08/1989
1304,10813,AF6105,completed,21/03/1985
1305,10814,BA6105,completed,28/08/1980
1306,10815,AF9105,completed,29/03/1995
1307,10817,BA9105,completed,13/10/1989
1308,10818,AF105,completed,20/08/1985
1309,10819,BA105,completed,27/07/1987
1310,10820,CE6100,completed,22/02/2001
1311,10825,EE6100,completed,09/01/1994
1312,10826,CE9100,completed,23/09/2011
1313,10827,EE9100,completed,01/05/1998
1314,10829,CE100,completed,29/12/2014
1315,10831,EE100,completed,12/12/1981
1316,10833,AS6101,completed,18/10/1996
1317,10836,HS6101,completed,21/10/1983
1318,10838,AS9101,completed,18/08/2001
1319,10839,HS9101,completed,27/10/1996
1320,10841,AS101,completed,08/02/1997
1321,10846,HS101,completed,11/09/2010
1322,10848,DA6102,completed,19/04/1997
1323,10853,IS6102,completed,13/02/2013
1324,10855,DA9102,completed,20/02/2009
1325,10856,IS9102,completed,12/05/2020
1326,10858,DA102,completed,20/08/1996
1327,10871,IS102,completed,17/08/2011
1328,10872,CP6103,completed,11/01/2000
1329,10879,PS6103,completed,14/09/2012
1330,10880,CP9103,completed,01/11/1984
1331,10881,PS9103,completed,14/01/2013
1332,10884,CP103,completed,09/08/2005
1333,10886,PS103,completed,12/01/1989
1334,10887,LA6104,completed,26/08/1998
1335,10889,AF6105,completed,12/11/1983
1336,10891,BA6105,completed,10/06/1989
1337,10893,AF9105,completed,06/11/1987
1338,10898,BA9105,completed,21/11/2010
1339,10904,AF105,completed,11/11/2001
1340,10905,BA105,completed,06/10/1981
1341,10906,CE6100,completed,05/08/2010
1342,10907,EE6100,completed,31/10/2013
1343,10908,CE9100,completed,18/02/1992
1344,10912,EE9100,completed,09/10/2016
1345,10913,CE100,completed,29/06/1993
1346,10916,EE100,completed,10/05/2013
1347,10920,AS6101,completed,18/10/1982
1348,10921,HS6101,completed,29/01/2003
1349,10924,AS9101,completed,12/03/2008
1350,10925,HS9101,completed,29/10/2015
1351,10926,AS101,completed,03/07/1981
1352,10930,HS101,completed,13/06/1991
1353,10932,DA6102,completed,06/03/2010
1354,10937,IS6102,completed,26/03/2003
1355,10938,DA9102,completed,18/08/1996
1356,10940,IS9102,completed,12/11/1995
1357,10941,DA102,completed,10/07/1988
1358,10942,IS102,completed,24/07/2012
1359,10944,CP6103,completed,25/12/2013
1360,10946,PS6103,completed,12/02/2020
1361,10947,CP9103,completed,24/05/1982
1362,10949,PS9103,completed,29/06/1998
1363,10951,CP103,completed,26/07/2012
1364,10954,PS103,completed,01/06/2011
1365,10956,LA6104,completed,20/06/2011
1366,10962,AF6105,completed,05/07/1997
1367,10963,BA6105,completed,06/05/2002
1368,10964,AF9105,completed,17/08/2017
1369,10967,BA9105,completed,12/12/1986
1370,10970,AF105,completed,02/11/2015
1371,10974,BA105,completed,05/01/2009
1372,10984,CE6100,completed,18/01/1995
1373,10986,EE6100,completed,12/08/2018
1374,10989,CE9100,completed,09/12/1998
1375,10990,EE9100,completed,26/11/2000
1376,10991,CE100,completed,09/08/2018
1377,10994,EE100,completed,11/02/1991
1378,10996,AS6101,completed,07/07/1988
1379,10000,HS6101,completed,15/02/1983
1380,10003,AS9101,completed,19/07/2004
1381,10004,HS9101,completed,11/09/2020
1382,10012,AS101,completed,18/01/2008
1383,10014,HS101,completed,31/03/1990
1384,10021,DA6102,completed,20/09/2010
1385,10022,IS6102,completed,16/01/2009
1386,10023,DA9102,completed,24/05/1989
1387,10027,IS9102,completed,22/05/1991
1388,10028,DA102,completed,05/08/2010
1389,10030,IS102,completed,04/12/2017
1390,10031,CP6103,completed,10/04/1997
1391,10032,PS6103,completed,28/11/2018
1392,10036,CP9103,completed,03/12/1994
1393,10038,PS9103,completed,02/04/2020
1394,10045,CP103,completed,02/10/1996
1395,10047,PS103,completed,21/12/1983
1396,10048,LA6104,completed,12/09/2010
1397,10049,AF6105,completed,22/01/2000
1398,10051,BA6105,completed,29/09/2001
1399,10052,AF9105,completed,14/01/1989
1400,10054,BA9105,completed,04/12/1995
1401,10060,AF105,completed,27/09/2001
1402,10061,BA105,completed,24/07/2013
1403,10065,CE6100,completed,17/05/1994
1404,10068,EE6100,completed,24/08/2006
1405,10071,CE9100,completed,18/08/2007
1406,10073,EE9100,completed,19/04/1990
1407,10077,CE100,completed,28/04/1992
1408,10080,EE100,completed,15/08/1996
1409,10081,AS6101,completed,17/09/1985
1410,10085,HS6101,completed,15/04/2018
1411,10087,AS9101,completed,02/07/2007
1412,10091,HS9101,completed,29/02/2012
1413,10092,AS101,completed,20/05/2018
1414,10096,HS101,completed,30/07/2002
1415,10097,DA6102,completed,24/09/2009
1416,10100,IS6102,completed,17/04/1984
1417,10107,DA9102,completed,11/04/1986
1418,10110,IS9102,completed,13/01/1993
1419,10114,DA102,completed,01/04/2021
1420,10115,IS102,completed,02/09/1984
1421,10117,CP6103,completed,14/01/1983
1422,10121,PS6103,completed,22/10/2018
1423,10123,CP9103,completed,14/08/2005
1424,10128,PS9103,completed,02/04/2016
1425,10136,CP103,completed,01/02/2005
1426,10137,PS103,completed,11/02/2009
1427,10138,LA6104,completed,31/07/2007
1428,10142,AF6105,completed,12/05/2017
1429,10143,BA6105,completed,04/02/2015
1430,10145,AF9105,completed,20/04/2003
1431,10148,BA9105,completed,10/07/2008
1432,10150,AF105,completed,16/06/1987
1433,10151,BA105,completed,20/10/2011
1434,10152,CE6100,completed,23/05/2013
1435,10153,EE6100,completed,30/01/2005
1436,10155,CE9100,completed,11/03/1991
1437,10156,EE9100,completed,15/02/2019
1438,10162,CE100,completed,20/11/1989
1439,10167,EE100,completed,05/02/1988
1440,10168,AS6101,completed,16/04/2016
1441,10169,HS6101,completed,08/12/1987
1442,10171,AS9101,completed,05/04/1981
1443,10172,HS9101,completed,16/08/2005
1444,10173,AS101,completed,19/06/2014
1445,10174,HS101,completed,02/09/1991
1446,10175,DA6102,completed,24/01/1991
1447,10178,IS6102,completed,18/04/1984
1448,10185,DA9102,completed,24/09/2005
1449,10186,IS9102,completed,23/04/2018
1450,10188,DA102,completed,28/12/2018
1451,10191,IS102,completed,09/10/1991
1452,10194,CP6103,completed,28/07/2016
1453,10197,PS6103,completed,14/04/1988
1454,10198,CP9103,completed,17/03/1989
1455,10200,PS9103,completed,10/07/1984
1456,10205,CP103,completed,19/07/1982
1457,10206,PS103,completed,31/07/2020
1458,10208,LA6104,completed,30/11/2007
1459,10209,AF6105,completed,11/02/1998
1460,10211,BA6105,completed,16/05/2018
1461,10213,AF9105,completed,26/10/1980
1462,10215,BA9105,completed,01/02/2003
1463,10217,AF105,completed,25/08/2001
1464,10220,BA105,completed,19/07/2004
1465,10222,CE6100,completed,25/11/2009
1466,10223,EE6100,completed,23/10/1984
1467,10227,CE9100,completed,16/08/2014
1468,10229,EE9100,completed,26/04/2001
1469,10230,CE100,completed,07/09/1983
1470,10231,EE100,completed,20/09/2017
1471,10233,AS6101,completed,04/10/1980
1472,10236,HS6101,completed,04/12/1994
1473,10239,AS9101,completed,14/08/1992
1474,10242,HS9101,completed,15/06/2015
1475,10243,AS101,completed,25/04/2016
1476,10244,HS101,completed,15/10/1981
1477,10245,DA6102,completed,03/03/1991
1478,10249,IS6102,completed,06/08/1991
1479,10250,DA9102,completed,20/03/2019
1480,10254,IS9102,completed,15/03/2009
1481,10255,DA102,completed,07/10/2012
1482,10256,IS102,completed,10/06/2011
1483,10259,CP6103,completed,23/01/2013
1484,10260,PS6103,completed,14/05/1984
1485,10263,CP9103,completed,10/03/1989
1486,10265,PS9103,completed,05/06/2005
1487,10268,CP103,completed,21/05/2017
1488,10272,PS103,completed,24/02/2016
1489,10273,LA6104,completed,04/05/2008
1490,10275,AF6105,completed,22/05/1984
1491,10276,BA6105,completed,01/10/2001
1492,10277,AF9105,completed,01/12/2000
1493,10279,BA9105,completed,23/04/2008
1494,10281,AF105,completed,07/05/2019
1495,10285,BA105,completed,01/05/1998
1496,10287,CE6100,completed,24/04/1990
1497,10290,EE6100,completed,03/01/1999
1498,10299,CE9100,completed,28/12/1986
1499,10301,EE9100,completed,21/10/1991
1500,10306,CE100,completed,13/09/1990
1501,10307,EE100,completed,11/07/2008
1502,10310,AS6101,completed,18/02/1994
1503,10313,HS6101,completed,22/05/1986
1504,10314,AS9101,completed,14/02/1996
1505,10317,HS9101,completed,28/07/2015
1506,10318,AS101,completed,22/07/2010
1507,10325,HS101,completed,30/05/1986
1508,10329,DA6102,completed,09/09/2010
1509,10331,IS6102,completed,21/03/2018
1510,10332,DA9102,completed,25/12/1989
1511,10335,IS9102,completed,22/07/1992
1512,10336,DA102,completed,28/10/2016
1513,10339,IS102,completed,18/05/1990
1514,10345,CP6103,completed,23/06/1983
1515,10348,PS6103,completed,27/01/2014
1516,10353,CP9103,completed,10/11/1986
1517,10357,PS9103,completed,03/07/2005
1518,10359,CP103,completed,22/02/2002
1519,10361,PS103,completed,26/12/2014
1520,10362,LA6104,completed,15/09/2002
1521,10364,AF6105,completed,29/08/1993
1522,10365,BA6105,completed,21/03/2006
1523,10366,AF9105,completed,17/05/2006
1524,10367,BA9105,completed,11/07/2003
1525,10368,AF105,completed,13/03/2015
1526,10370,BA105,completed,20/06/1994
1527,10372,CE6100,completed,02/09/1980
1528,10377,EE6100,completed,07/04/2014
1529,10381,CE9100,completed,24/05/2016
1530,10382,EE9100,completed,08/07/1986
1531,10384,CE100,completed,01/02/2012
1532,10385,EE100,completed,17/10/1996
1533,10387,AS6101,completed,25/10/1987
1534,10388,HS6101,completed,25/11/2000
1535,10397,AS9101,completed,18/04/1982
1536,10398,HS9101,completed,01/10/1981
1537,10400,AS101,completed,19/03/1987
1538,10404,HS101,completed,28/09/1999
1539,10407,DA6102,completed,20/05/1989
1540,10411,IS6102,completed,15/07/1997
1541,10415,DA9102,completed,16/04/1995
1542,10416,IS9102,completed,13/07/2008
1543,10417,DA102,completed,01/02/1998
1544,10420,IS102,completed,26/07/2019
1545,10423,CP6103,completed,30/09/1986
1546,10424,PS6103,completed,29/06/2000
1547,10428,CP9103,completed,23/12/2006
1548,10430,PS9103,completed,10/08/1992
1549,10432,CP103,completed,25/11/1996
1550,10434,PS103,completed,30/01/2018
1551,10436,LA6104,completed,13/05/1992
1552,10438,AF6105,completed,09/07/2004
1553,10441,BA6105,completed,25/10/1995
1554,10444,AF9105,completed,30/04/1993
1555,10447,BA9105,completed,23/12/1991
1556,10452,AF105,completed,09/08/1990
1557,10455,BA105,completed,25/03/2004
1558,10459,CE6100,completed,21/07/2009
1559,10462,EE6100,completed,09/02/2015
1560,10469,CE9100,completed,01/12/1993
1561,10471,EE9100,completed,23/04/2000
1562,10472,CE100,completed,10/08/2007
1563,10473,EE100,completed,20/12/2011
1564,10474,AS6101,completed,17/03/2008
1565,10476,HS6101,completed,03/12/2002
1566,10478,AS9101,completed,04/08/1999
1567,10479,HS9101,completed,18/09/1981
1568,10480,AS101,completed,09/04/2019
1569,10486,HS101,completed,24/10/1983
1570,10492,DA6102,completed,12/11/2003
1571,10495,IS6102,completed,01/02/2011
1572,10499,DA9102,completed,30/01/1981
1573,10501,IS9102,completed,06/09/2004
1574,10502,DA102,completed,04/08/1997
1575,10503,IS102,completed,15/09/1993
1576,10507,CP6103,completed,25/04/2012
1577,10508,PS6103,completed,21/07/2001
1578,10510,CP9103,completed,05/07/1993
1579,10517,PS9103,completed,14/04/1985
1580,10518,CP103,completed,24/08/1994
1581,10519,PS103,completed,12/10/2015
1582,10523,LA6104,completed,06/01/2018
1583,10528,AF6105,completed,06/02/2011
1584,10529,BA6105,completed,02/04/1984
1585,10530,AF9105,completed,21/02/1983
1586,10532,BA9105,completed,09/12/2003
1587,10533,AF105,completed,26/08/2000
1588,10536,BA105,completed,17/05/2004
1589,10537,CE6100,completed,27/01/2012
1590,10538,EE6100,completed,27/01/1981
1591,10539,CE9100,completed,04/03/1989
1592,10543,EE9100,completed,30/08/2020
1593,10544,CE100,completed,02/10/2012
1594,10545,EE100,completed,06/11/1985
1595,10549,AS6101,completed,13/08/1990
1596,10554,HS6101,completed,14/04/1994
1597,10556,AS9101,completed,01/07/1996
1598,10561,HS9101,completed,02/08/2018
1599,10563,AS101,completed,20/05/1998
1600,10565,HS101,completed,05/10/1987
1601,10566,DA6102,completed,17/10/1999
1602,10567,IS6102,completed,08/03/2006
1603,10568,DA9102,completed,04/09/2019
1604,10569,IS9102,completed,21/05/2000
1605,10573,DA102,completed,22/02/2009
1606,10574,IS102,completed,07/07/2018
1607,10581,CP6103,completed,20/11/2005
1608,10582,PS6103,completed,02/03/1987
1609,10585,CP9103,completed,20/02/1985
1610,10591,PS9103,completed,13/03/2002
1611,10593,CP103,completed,10/11/1980
1612,10594,PS103,completed,10/01/1999
1613,10597,LA6104,completed,04/07/2014
1614,10599,AF6105,completed,05/04/1989
1615,10601,BA6105,completed,23/01/1996
1616,10602,AF9105,completed,23/05/1994
1617,10605,BA9105,completed,26/09/1986
1618,10606,AF105,completed,28/02/2012
1619,10608,BA105,completed,22/03/2007
1620,10609,CE6100,completed,07/10/1980
1621,10610,EE6100,completed,09/10/1981
1622,10612,CE9100,completed,08/04/2008
1623,10613,EE9100,completed,10/04/2006
1624,10619,CE100,completed,26/08/2017
1625,10622,EE100,completed,06/07/2021
1626,10623,AS6101,completed,20/09/1981
1627,10624,HS6101,completed,25/08/2018
1628,10626,AS9101,completed,22/07/1986
1629,10628,HS9101,completed,11/09/1980
1630,10629,AS101,completed,31/05/2015
1631,10631,HS101,completed,07/11/2017
1632,10632,DA6102,completed,12/04/2011
1633,10633,IS6102,completed,19/05/1998
1634,10634,DA9102,completed,04/02/2007
1635,10635,IS9102,completed,04/02/1988
1636,10640,DA102,completed,24/06/1984
1637,10641,IS102,completed,04/11/2002
1638,10642,CP6103,completed,16/10/2012
1639,10649,PS6103,completed,29/04/1995
1640,10650,CP9103,completed,30/05/2006
1641,10652,PS9103,completed,24/07/2015
1642,10655,CP103,completed,13/02/1995
1643,10657,PS103,completed,22/01/1994
1644,10663,LA6104,completed,04/05/2007
1645,10667,AF6105,completed,15/04/1996
1646,10669,BA6105,completed,08/10/1993
1647,10670,AF9105,completed,21/04/2008
1648,10672,BA9105,completed,14/05/2019
1649,10674,AF105,completed,12/08/2008
1650,10676,BA105,completed,26/09/1995
1651,10680,CE6100,completed,28/06/2001
1652,10682,EE6100,completed,18/05/2021
1653,10684,CE9100,completed,04/01/1983
1654,10685,EE9100,completed,27/10/2002
1655,10688,CE100,completed,30/12/1983
1656,10689,EE100,completed,05/10/1996
1657,10691,AS6101,completed,30/07/1992
1658,10692,HS6101,completed,04/02/1987
1659,10697,AS9101,completed,25/05/1983
1660,10699,HS9101,completed,25/01/1995
1661,10702,AS101,completed,11/08/1996
1662,10708,HS101,completed,24/06/1992
1663,10711,DA6102,completed,11/05/1986
1664,10717,IS6102,completed,04/04/2002
1665,10719,DA9102,completed,31/08/2020
1666,10721,IS9102,completed,17/07/2011
1667,10728,DA102,completed,24/04/1981
1668,10734,IS102,completed,15/10/2010
1669,10736,CP6103,completed,29/11/1993
1670,10737,PS6103,completed,28/12/2003
1671,10741,CP9103,completed,04/10/1992
1672,10742,PS9103,completed,20/05/2016
1673,10743,CP103,completed,13/01/1983
